num_segments,video_duration,total_qoe,avg_qoe_per_segment,total_rebuf_time,rebuf_ratio,viewport_hits,viewport_misses,viewport_hit_rate,total_bits_downloaded,total_mb_downloaded,bandwidth_savings,avg_bandwidth_mbps,approach,user_trace_file,network_trace,video_id
73,73.04,-36211.98106852466,-496.05453518526934,8506.27466709876,116.46049653749671,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,TMobile1,Diving-2OzlksZBTiA
73,73.04,-8916.67026713117,-122.14616804289274,2072.5686667746904,28.37580321433037,53,89,0.3732394366197183,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,TMobile1,Diving-2OzlksZBTiA
73,73.04,-212.27499999999978,-2.907876712328764,134.25,1.8380339539978092,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,bw3,Diving-2OzlksZBTiA
73,73.04,-12.90625,-0.17679794520547945,0.9375,0.012835432639649506,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,bw3,Diving-2OzlksZBTiA
73,73.04,-4033.8999999999946,-55.25890410958897,1023.0,14.006024096385541,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,bw48,Diving-2OzlksZBTiA
73,73.04,-876.4000000000011,-12.005479452054809,201.75,2.762185104052574,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,bw48,Diving-2OzlksZBTiA
73,73.04,203.74999999999974,2.7910958904109555,37.5,0.5134173055859802,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,high_10mbps,Diving-2OzlksZBTiA
73,73.04,-6.237499999999997,-0.08544520547945202,0.375,0.005134173055859803,53,89,0.3732394366197183,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,high_10mbps,Diving-2OzlksZBTiA
73,73.04,-267.0999999999998,-3.6589041095890384,147.0,2.0125958378970425,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,medium_5mbps,Diving-2OzlksZBTiA
73,73.04,-12.100000000000001,-0.16575342465753426,0.75,0.010268346111719605,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,medium_5mbps,Diving-2OzlksZBTiA
73,73.04,-1679.6500000000021,-23.00890410958907,475.5,6.510131434830229,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,low_2mbps,Diving-2OzlksZBTiA
73,73.04,-287.83749999999964,-3.9429794520547894,64.875,0.8882119386637458,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,low_2mbps,Diving-2OzlksZBTiA
73,73.04,-82.20000000000006,-1.1260273972602748,104.0,1.4238773274917853,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,variable,Diving-2OzlksZBTiA
73,73.04,-10.0,-0.136986301369863,1.25,0.01711391018619934,53,89,0.3732394366197183,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,variable,Diving-2OzlksZBTiA
